0.000000 1.040824 0.026080
0.100000 0.868409 0.022352
0.200000 0.812060 0.018609
0.300000 0.714624 0.030739
0.400000 0.600569 0.039357
0.500000 0.545557 0.025427
0.600000 0.473968 0.043478
0.700000 0.350790 0.030418
0.800000 0.349084 0.017408
0.900000 0.335051 0.018985
1.000000 0.236837 0.021970
1.100000 0.250483 0.000024
1.200000 0.210080 0.014614
1.300000 0.196358 0.047287
1.400000 0.183292 0.039029
1.500000 0.105981 0.009478
1.600000 0.103543 0.025624
1.700000 0.160809 0.023886
1.800000 0.100521 0.004099
1.900000 0.062686 0.023436
2.000000 0.098502 0.012338
2.100000 0.055056 0.012761
2.200000 0.066517 0.035458
2.300000 0.052410 0.033994
2.400000 0.024998 0.018472
2.500000 0.048885 0.003629
2.600000 0.086931 0.039134
2.700000 0.066811 0.035708
2.800000 0.049499 0.011574
2.900000 0.055658 0.008535
3.000000 0.046669 0.018553
3.100000 0.043602 0.000890
3.200000 0.072298 0.005663
3.300000 0.077286 0.021465
3.400000 0.016669 0.020196
3.500000 0.012262 0.009897
3.600000 0.024775 0.044537
3.700000 0.094880 0.031397
3.800000 0.068917 0.000508
3.900000 0.020122 0.018547
4.000000 0.034599 0.008321
4.100000 0.002875 0.006561
4.200000 0.074765 0.039339
4.300000 0.085228 0.023202
4.400000 0.075420 0.047217
4.500000 0.032349 0.007574
4.600000 0.093386 0.019683
4.700000 0.064583 0.036934
4.800000 0.040310 0.027544
4.900000 0.061360 0.023050
5.000000 0.010872 0.006784
5.100000 0.002826 0.048583
5.200000 0.055616 0.026826
5.300000 0.018576 0.010063
5.400000 0.005121 0.020693
5.500000 0.081081 0.046854
5.600000 0.086710 0.006529
5.700000 0.081764 0.006711
5.800000 0.004282 0.018192
5.900000 0.028020 0.010102
6.000000 0.073427 0.027759
6.100000 0.033196 0.047214
6.200000 0.096942 0.037672
6.300000 0.030064 0.017398
6.400000 0.060150 0.020096
6.500000 0.061471 0.026335
6.600000 0.054207 0.045695
6.700000 0.071203 0.014688
6.800000 0.079265 0.017156
6.900000 0.087155 0.032496
7.000000 0.020398 0.018419
7.100000 0.013030 0.028785
7.200000 0.058835 0.000199
7.300000 0.068856 0.038000
7.400000 0.079666 0.027849
7.500000 0.062502 0.006925
7.600000 0.098179 0.002142
7.700000 0.000292 0.011421
7.800000 0.038875 0.044953
7.900000 0.072704 0.033481
8.000000 0.027108 0.015131
8.100000 0.097938 0.028713
8.200000 0.001130 0.018558
8.300000 0.057021 0.018467
8.400000 0.011132 0.018621
8.500000 0.087808 0.049160
8.600000 0.025373 0.027908
8.700000 0.011184 0.044783
8.800000 0.002453 0.023719
8.900000 0.020826 0.032903
9.000000 0.019814 0.025845
9.100000 0.097775 0.048284
9.200000 0.038728 0.008525
9.300000 0.061715 0.004206
9.400000 0.008974 0.048948
9.500000 0.063890 0.016604
9.600000 0.025162 0.014449
9.700000 0.045535 0.006975
9.800000 0.040824 0.044564
9.900000 0.021307 0.000309
